Informazioni cronologiche,Run Status,Job Codename,Minimum Distance,Cluster job ID,Input size,Reading time (seconds),Scattering time (seconds),Submitted on,Github commit SHA,Github commit author,Output from process 0,Number of CPUs,Number of Nodes,GB of memory,Maximum duration (minutes),Total run time (seconds),Placing strategy,Bechmark name
10/01/2023 17.28.56,Finished successfully 🧸,,2.236068,9124961.hpc-head-n1.unitn.it,1M,0.245298,0.004248,Tue Jan 10 17:28:42 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 125000
First point: (-2000000, -1691542)
Last point: (-1503074, 732261)

Local smallest distance: 2.24
Between (-1522400, 330109) and (-1522398, 330110)

Received local_best from process 1, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 2, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 0.646297 seconds
Reading time: 0.245298 seconds
Scatter time: 0.004248 seconds",8,1,1,05,0.646297,pack,fitting-lizard
10/01/2023 17.29.10,Finished successfully 🧸,,2.236068,9124963.hpc-head-n1.unitn.it,1M,0.198575,0.004568,Tue Jan 10 17:28:56 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 125000
First point: (-2000000, -1691542)
Last point: (-1503074, 732261)

Local smallest distance: 2.24
Between (-1522400, 330109) and (-1522398, 330110)

Received local_best from process 1, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 2, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 0.550377 seconds
Reading time: 0.198575 seconds
Scatter time: 0.004568 seconds",8,1,1,05,0.550377,scatter,fitting-lizard
10/01/2023 17.29.23,Finished successfully 🧸,,2.236068,9124966.hpc-head-n1.unitn.it,1M,0.280851,0.007247,Tue Jan 10 17:29:10 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 125000
First point: (-2000000, -1691542)
Last point: (-1503074, 732261)

Local smallest distance: 2.24
Between (-1522400, 330109) and (-1522398, 330110)

Received local_best from process 1, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 2, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 0.693297 seconds
Reading time: 0.280851 seconds
Scatter time: 0.007247 seconds",8,1,1,05,0.693297,pack:excl,fitting-lizard
10/01/2023 17.29.35,Finished successfully 🧸,,2.236068,9124968.hpc-head-n1.unitn.it,1M,0.307636,0.214803,Tue Jan 10 17:29:23 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 125000
First point: (-2000000, -1691542)
Last point: (-1503074, 732261)

Local smallest distance: 2.24
Between (-1522400, 330109) and (-1522398, 330110)

Received local_best from process 1, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 2, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 0.876039 seconds
Reading time: 0.307636 seconds
Scatter time: 0.214803 seconds",8,1,1,05,0.876039,scatter:excl,fitting-lizard
10/01/2023 17.29.47,Finished successfully 🧸,,2.236068,9124971.hpc-head-n1.unitn.it,1M,0.211913,0.013675,Tue Jan 10 17:29:35 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 62500
First point: (-2000000, -1691542)
Last point: (-1751088, 1695250)

Local smallest distance: 8.06
Between (-1800040, 1382068) and (-1800032, 1382069)

Received local_best from process 1, 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 2, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 8, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 0.608196 seconds
Reading time: 0.211913 seconds
Scatter time: 0.013675 seconds",8,2,1,05,0.608196,pack,fitting-lizard
10/01/2023 17.30.09,Finished successfully 🧸,,2.236068,9124974.hpc-head-n1.unitn.it,1M,0.678175,1.736861,Tue Jan 10 17:29:47 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 62500
First point: (-2000000, -1691542)
Last point: (-1751088, 1695250)

Local smallest distance: 8.06
Between (-1800040, 1382068) and (-1800032, 1382069)

Received local_best from process 1, 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 2, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 8, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 3.239715 seconds
Reading time: 0.678175 seconds
Scatter time: 1.736861 seconds",8,2,1,05,3.239715,scatter,fitting-lizard
10/01/2023 17.30.33,Finished successfully 🧸,,2.236068,9124977.hpc-head-n1.unitn.it,1M,0.189295,0.006384,Tue Jan 10 17:30:09 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 62500
First point: (-2000000, -1691542)
Last point: (-1751088, 1695250)

Local smallest distance: 8.06
Between (-1800040, 1382068) and (-1800032, 1382069)

Received local_best from process 1, 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 2, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 8, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 0.524365 seconds
Reading time: 0.189295 seconds
Scatter time: 0.006384 seconds",8,2,1,05,0.524365,pack:excl,fitting-lizard
10/01/2023 17.30.46,Finished successfully 🧸,,2.236068,9124979.hpc-head-n1.unitn.it,1M,0.915848,1.229983,Tue Jan 10 17:30:33 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 62500
First point: (-2000000, -1691542)
Last point: (-1751088, 1695250)

Local smallest distance: 8.06
Between (-1800040, 1382068) and (-1800032, 1382069)

Received local_best from process 1, 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 2, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 8, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 2.525626 seconds
Reading time: 0.915848 seconds
Scatter time: 1.229983 seconds",8,2,1,05,2.525626,scatter:excl,fitting-lizard
10/01/2023 17.30.58,Finished successfully 🧸,,2.236068,9124981.hpc-head-n1.unitn.it,1M,0.313936,0.006253,Tue Jan 10 17:30:45 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 31250
First point: (-2000000, -1691542)
Last point: (-1875405, -1213021)

Local smallest distance: 22.67
Between (-1953317, 231516) and (-1953300, 231501)

Received local_best from process 1, 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after updating 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after band update 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
New local_best: 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)

Received local_best from process 2, 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 8, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 16, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 0.607647 seconds
Reading time: 0.313936 seconds
Scatter time: 0.006253 seconds",8,4,1,05,0.607647,pack,fitting-lizard
10/01/2023 17.31.22,Finished successfully 🧸,,2.236068,9124984.hpc-head-n1.unitn.it,1M,0.968093,1.727133,Tue Jan 10 17:30:58 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 31250
First point: (-2000000, -1691542)
Last point: (-1875405, -1213021)

Local smallest distance: 22.67
Between (-1953317, 231516) and (-1953300, 231501)

Received local_best from process 1, 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after updating 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after band update 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
New local_best: 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)

Received local_best from process 2, 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 8, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 16, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 4.570585 seconds
Reading time: 0.968093 seconds
Scatter time: 1.727133 seconds",8,4,1,05,4.570585,scatter,fitting-lizard
10/01/2023 17.31.45,Finished successfully 🧸,,2.236068,9124987.hpc-head-n1.unitn.it,1M,0.516114,0.009830,Tue Jan 10 17:31:22 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 31250
First point: (-2000000, -1691542)
Last point: (-1875405, -1213021)

Local smallest distance: 22.67
Between (-1953317, 231516) and (-1953300, 231501)

Received local_best from process 1, 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after updating 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after band update 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
New local_best: 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)

Received local_best from process 2, 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 8, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 16, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 2.049483 seconds
Reading time: 0.516114 seconds
Scatter time: 0.009830 seconds",8,4,1,05,2.049483,pack:excl,fitting-lizard
10/01/2023 17.32.27,Finished successfully 🧸,,2.236068,9124990.hpc-head-n1.unitn.it,1M,2.638063,0.006054,Tue Jan 10 17:31:44 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 31250
First point: (-2000000, -1691542)
Last point: (-1875405, -1213021)

Local smallest distance: 22.67
Between (-1953317, 231516) and (-1953300, 231501)

Received local_best from process 1, 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after updating 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after band update 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
New local_best: 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)

Received local_best from process 2, 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 4, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 8, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 16, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 6.181551 seconds
Reading time: 2.638063 seconds
Scatter time: 0.006054 seconds",8,4,1,05,6.181551,scatter:excl,fitting-lizard
10/01/2023 17.39.41,Finished with an unknown status:  👾. It ran for -- minutes,,,9124996.hpc-head-n1.unitn.it,1M,,,Tue Jan 10 17:32:27 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,,8,8,1,05,,pack,fitting-lizard
10/01/2023 17.40.05,Finished successfully 🧸,,2.236068,9125034.hpc-head-n1.unitn.it,1M,0.278630,2.156085,Tue Jan 10 17:39:41 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,"Process 0
Loaded and sorted 1000000 points
Received total number of points (1000000)
Local number of points: 15625
First point: (-2000000, -1691542)
Last point: (-1937435, -1895286)

Local smallest distance: 22.67
Between (-1953317, 231516) and (-1953300, 231501)

Received local_best from process 1, 33.12, P1 (-1883234, -1128104), P2 (-1883218, -1128133)
Local_best after updating 22.67, P1 (-1953317, 231516), P2 (-1953300, 231501)
Local_best after band update 22.67, P1 (-1953317, 231516), P2 (-1953300, 231501)
New local_best: 22.67, P1 (-1953317, 231516), P2 (-1953300, 231501)

Received local_best from process 2, 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after updating 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
Local_best after band update 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)
New local_best: 8.06, P1 (-1800040, 1382068), P2 (-1800032, 1382069)

Received local_best from process 4, 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 8, 9.22, P1 (-1054142, 477183), P2 (-1054140, 477192)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 16, 7.62, P1 (-746913, -921735), P2 (-746906, -921732)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Received local_best from process 32, 5.83, P1 (1406658, -756690), P2 (1406663, -756687)
Local_best after updating 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
Local_best after band update 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)
New local_best: 2.24, P1 (-1522400, 330109), P2 (-1522398, 330110)

Final distance: 2.236068 P1 (-1522400, 330109)  P2 (-1522398, 330110)
Total time: 4.056721 seconds
Reading time: 0.278630 seconds
Scatter time: 2.156085 seconds",8,8,1,05,4.056721,scatter,fitting-lizard
10/01/2023 17.47.19,Finished with an unknown status:  👾. It ran for -- minutes,,,9125036.hpc-head-n1.unitn.it,1M,,,Tue Jan 10 17:40:05 CET 2023,d5a17e1d5179afbe104f7c63fbdc6ce293e3b4ef,civts,,8,8,1,05,,pack:excl,fitting-lizard
